date;Anemone larvae;Total medusae;Total Siphonophore;Polychaete larvae unidentified;Tomopteris helgolandica;Bryozoa cyphonautes larvae;Gastropod larvae;Limacina retroversa;Bivalvia;Clione;Cephalopoda larvae;Total Echinodermata;Tornaria larvae (Hemichordata) ;Branchiostoma (Cephalochordata) ;Ascidian tadpole;Doliolida;Appendicularia;Total Fish Eggs;Fish larvae ;Cirripede nauplii;Cirripede cyprid;Evadne spp.;Podon spp.;Isopoda;Gammariida;Hyperiida;Cumacea;Mysida;Euphausiid nauplii;Euphausiid calyptopis;Euphausiid furcilia;Euphausiid adult;Total Decapoda;Metridia lucens;Total Acartia clausi;Candacia armata;Centropages chierchiae;Centropages hamatus;Total Centropages typicus ;Isias clavipes;Anomalocera patersoni;Parapontella brevicornis;Labidocera wollastoni;Total Temora longicornis;Temora stylifera;Calanoides carinatus;Total Calanus helgolandicus;Calocalanus spp.;Total Clausocalanus spp. (Calculated);Total Ctenocalanus vanus (Calculated);Total Paracalanus parvus (Calculated);Total Pseudocalanus elongatus (Calculated);Subeucalanus spp.;Microcalanus spp.;Diaixis hibernica;Paraeuchaeta hebes;Scolecithricella spp.;Oithona spp.;Oncaea spp.;Ditrichocorycaeus anglicus;Microsetella sp;Euterpina acutifrons;Goniopsyllus clausi;Harpacticoid unidentified;Siphonostomatoida;Copepod nauplii
2014-07-14;0;95.6631578947369;0.336842105263158;7.57894736842105;1.85263157894737;0;0.336842105263158;5.05263157894737;7.57894736842105;0;0;12.6315789473684;0;0;0;0;699.789473684211;0.336842105263158;1.17894736842105;7.57894736842105;0;240;40.421052631579;0;0.168421052631579;0;0;0;0;0.673684210526316;0;0;22.4;0;106.105263157895;0;0;2.52631578947368;20.2105263157895;0;0;0;0;40.4210526315789;0;0;33.5157894736842;0;0;0;24.6112054329372;0.820373514431239;0;0;0;0;0;121.263157894737;0;2.52631578947368;0;7.57894736842105;0;2.52631578947368;0;138.947368421053
2014-07-21;0;11.2;0;5.05263157894737;0.757894736842105;0.505263157894737;5.05263157894737;10.1052631578947;5.72631578947368;0;0;35.4526315789474;0;0;0;1.17894736842105;939.789473684211;1.34736842105263;1.51578947368421;10.1052631578947;0;1374.31578947368;15.1578947368421;0;0;0;0;0;0;0;0;0;6.14736842105263;0;560.842105263158;0.252631578947368;0;0;81.0105263157895;0;0;0;0;25.5157894736842;0;0;50.7789473684211;0;0;0;30.3157894736842;30.3157894736842;0;0;0;0;0;429.473684210526;0;5.05263157894737;0;30.3157894736842;5.05263157894737;5.05263157894737;0;156.631578947368
2014-07-28;0;15.7473684210526;0;15.1578947368421;2.27368421052632;0.0842105263157895;0;15.1578947368421;5.05263157894737;0;0;90.9473684210526;0;0;0;13.6421052631579;560.842105263158;0.926315789473684;0.421052631578947;151.578947368421;0;202.105263157895;0.0842105263157895;0;0;0;0;0;0;0;0;0;12.6315789473684;0;540.631578947368;0;0;0;96.5052631578947;0;0;0;0;106.105263157895;0;0;55.6631578947368;0;0;0;217.263157894737;0;0;0;0;0;0;333.473684210526;0;5.05263157894737;0;40.4210526315789;0;0;0;151.578947368421
2014-08-04;0;13.3052631578947;0;5.5578947368421;0.336842105263158;5.05263157894737;0.673684210526316;10.1052631578947;40.4210526315789;0;0;20.2105263157895;0;0;0;80.8421052631579;414.315789473684;0.842105263157895;0.336842105263158;10.1052631578947;0.168421052631579;66.5263157894737;10.1052631578947;0.168421052631579;0;0;0;0;0;0;0;0;4.88421052631579;0;672;0.168421052631579;0;0;171.789473684211;5.22105263157895;0;0;0;394.105263157895;0;0;152.252631578947;0;0;0;1029.15170278638;42.0061919504644;0;0;0;0;0;207.157894736842;0.505263157894737;0;0;45.4736842105263;0;0;0;126.315789473684
2014-08-18;0;22.5684210526316;0;5.05263157894737;0.505263157894737;5.05263157894737;10.1052631578947;5.05263157894737;156.631578947368;0;0;0;0;0.336842105263158;0;20.2105263157895;45.4736842105263;0.673684210526316;0;10.1052631578947;0;0.842105263157895;20.2105263157895;0;0.336842105263158;0.336842105263158;0;0;0;0;0.336842105263158;0;12.6315789473684;0;586.105263157895;10.6105263157895;0;5.05263157894737;318.315789473684;5.05263157894737;0;0;0;272.842105263158;0;0;52.5473684210526;0;0;0;978.344939271255;47.3392712550607;0;0;0;0;0;308.210526315789;15.1578947368421;35.3684210526316;0;50.5263157894737;5.05263157894737;0;0;25.2631578947368
2014-08-26;0;45.3052631578947;0;0.336842105263158;0.673684210526316;12.6315789473684;0;214.736842105263;189.473684210526;0;0;177.178947368421;0;0;0;52.3789473684211;50.5263157894737;1.01052631578947;0.336842105263158;37.8947368421053;0;12.6315789473684;13.3052631578947;0;0;0;0;0;0;0;0;0;24.9263157894737;0;821.052631578947;25.2631578947368;0;0;821.052631578947;0;0;0;0;189.473684210526;0;0;46.9894736842105;0;0;0;2196.00942655145;102.937941869599;0;0;0;0;0;1768.42105263158;25.2631578947368;63.1578947368421;0;151.578947368421;0;0;0;0
2014-09-01;0;81.178947368421;0;0.336842105263158;0;0;138.947368421053;252.631578947368;214.736842105263;0;0;12.6315789473684;0;0;0;6.4;151.578947368421;1.01052631578947;0;63.1578947368421;25.2631578947368;0;0.673684210526316;0;1.01052631578947;0.336842105263158;0;0;0;0.336842105263158;0.336842105263158;0;40.7578947368421;0;1503.15789473684;0;0;0;1781.05263157895;0.336842105263158;0;0;0;480;0;0;130.863157894737;0;0;0;8845.28915353146;148.731899100122;0;0;0;0;0;985.263157894737;138.947368421053;50.5263157894737;0;0;0;0;0;0
2014-09-08;0;36.5473684210526;0;0;0.168421052631579;11.3684210526316;5.5578947368421;44.2105263157895;69.4736842105263;0.168421052631579;0;6.48421052631579;0;0;0;30.8210526315789;25.4315789473684;0;0.336842105263158;0;0;0.168421052631579;0;0;0.505263157894737;0.168421052631579;0;0.168421052631579;0;0;0;0;5.72631578947368;0;313.263157894737;0.505263157894737;0;6.31578947368421;444.631578947368;0;0;0;0;77.0526315789474;0;0;89.6;0;0;0;1495.80838323353;81.8758272927828;0;0;0;0;0;593.684210526316;56.8421052631579;205.894736842105;0;117.473684210526;0;0;0;68.2105263157895
2014-09-15;0;11.6210526315789;0;0.336842105263158;0;3.36842105263158;17.6842105263158;12.6315789473684;32;0;0;1.68421052631579;0;0;0;34.5263157894737;107.789473684211;2.35789473684211;0.336842105263158;5.89473684210526;0.168421052631579;0;0;0;0.505263157894737;0.168421052631579;0;0;0;0.168421052631579;0;0;7.74736842105263;0;85.8947368421053;0.168421052631579;0;0;181.052631578947;0;0;0;0;23.578947368421;0;0;50.6947368421053;0;0;10.2648199445983;314.787811634349;0;0;0;0;0;0;32.8421052631579;10.9473684210526;64;0;6.90526315789474;2.52631578947368;0;0;2.52631578947368
2014-09-22;0;148.126315789474;0;11.3684210526316;5.22105263157895;34.1052631578947;21.4736842105263;26.5263157894737;96;0;0;93.4736842105263;0;0.168421052631579;0;37.8947368421053;98.5263157894737;12.9684210526316;1.17894736842105;11.3684210526316;0;0;0;0;0;0;0;0;0;0.505263157894737;0.505263157894737;0;5.01052631578947;0;282.947368421053;0.0421052631578947;5.05263157894737;0;437.052631578947;0;0;0.168421052631579;0;65.6842105263158;0;0;175.578947368421;0;0;9.96052631578947;901.427631578947;44.8223684210526;0;0;0;0;0;37.8947368421053;10.1052631578947;600;0;79.5789473684211;0;0;0.168421052631579;106.105263157895
2014-09-29;0;185.431578947368;0.168421052631579;10.1052631578947;0.168421052631579;5.05263157894737;15.1578947368421;10.1052631578947;55.578947368421;0;0;101.221052631579;5.05263157894737;0;0;116.210526315789;555.789473684211;4.54736842105263;2.18947368421053;0;0;0;0;0;0.168421052631579;0;0;0;0;0.168421052631579;0.505263157894737;0;2.52631578947368;0;90.9473684210526;0.168421052631579;0;0;197.052631578947;0;0;0;0;15.1578947368421;0;0;48.1684210526316;0;0;0;1563.15789473684;28.4210526315789;0;0;0;0;0;151.578947368421;20.2105263157895;424.421052631579;0;40.4210526315789;0;0;0;35.3684210526316
2014-10-13;0;1.68421052631579;0;0.673684210526316;0;75.7894736842105;50.5263157894737;88.4210526315789;265.263157894737;0;0;126.315789473684;1.34736842105263;0.336842105263158;0;0;138.947368421053;0;1.68421052631579;12.6315789473684;0;0;0;0;0.336842105263158;0;0;0;0;0;0;0;2.69473684210526;0;50.5263157894737;0.673684210526316;0;0;50.5263157894737;0;0;0;0;0;0;0;27.6210526315789;0;0;0;1730.52631578947;0;0;0;0;0;0;189.473684210526;75.7894736842105;581.052631578947;0;176.842105263158;0;0;0;25.2631578947368
2014-10-22;0;39.0736842105263;0.336842105263158;5.5578947368421;0;90.9473684210526;0.168421052631579;0;242.526315789474;0;0;15.1578947368421;0.336842105263158;0;0;10.6105263157895;70.7368421052632;0;0;25.2631578947368;0;0;0;0.168421052631579;0.336842105263158;0;0;0.168421052631579;0;0;0;0;5.22105263157895;0;85.8947368421053;5.38947368421053;0;0;5.38947368421053;0;0;0;0;55.5789473684211;0;0;19.7052631578947;0;0;0;657.619433198381;54.8016194331984;0;0;0;0;0;156.631578947368;202.105263157895;480;0;141.473684210526;0;0;0;10.2736842105263
2014-10-28;0;55.7473684210526;0;15.1578947368421;5.05263157894737;70.7368421052632;50.5263157894737;0;298.105263157895;0;0;10.1052631578947;0;0;0;15.1578947368421;247.578947368421;0.168421052631579;0;15.1578947368421;5.05263157894737;0;0;0.168421052631579;0.168421052631579;0.168421052631579;0;0.168421052631579;0;0;0;0;14.4842105263158;0;136.421052631579;2.69473684210526;0;0;21.0526315789474;0;0;0;0;15.4947368421053;0;0;70.5684210526316;0;0;0;712.165565609443;0.423908074767526;0;0;0;0;0;192;333.473684210526;1136.84210526316;0;161.684210526316;15.1578947368421;0;0;60.6315789473684
2014-11-05;0;73.190977443609;0;18.0451127819549;0;119.097744360902;10.8270676691729;7.21804511278195;119.097744360902;0;0;3.94586466165414;3.60902255639098;0;0;1.34736842105263;270.676691729323;1.34736842105263;0.168421052631579;7.21804511278195;0;0;0;0.168421052631579;7.38646616541353;0;0;0;0;0;0;0;4.37894736842105;0.168421052631579;21.6541353383459;4.71578947368421;0;0;21.6541353383459;0;0;0;0;7.21804511278195;0;0;30.0511278195489;0;1.92844410596299;51.6547528382944;557.87133065358;92.9785551089299;0.336842105263158;0;0;0;0;101.052631578947;191.278195488722;433.082706766917;0;57.7443609022556;0.336842105263158;0;0;3.60902255639098
2014-11-17;0;76.9684210526316;0;22.7368421052632;0;48;15.1578947368421;10.1052631578947;123.789473684211;0;0;10.1052631578947;0;0;0;0;295.578947368421;0.168421052631579;0.505263157894737;2.69473684210526;0;0;0;2.69473684210526;0;0;0;0;0;0;0;0;3.2;0.336842105263158;7.57894736842105;0.842105263157895;0;0;12.8;0;0;0;0;3.70526315789474;0;0;3.53684210526316;0;24.1065313887127;6.02663284717819;379.677869372226;90.3994927076728;0;0;0;0;0;156.631578947368;96;169.263157894737;0;75.7894736842105;15.1578947368421;0;0;22.7368421052632
2014-11-23;0;93.6421052631579;0;12.6315789473684;0;12.6315789473684;15.1578947368421;2.52631578947368;133.894736842105;0;0;0;0;0;0;0;101.052631578947;0.168421052631579;1.51578947368421;5.05263157894737;0;0;0;0;1.17894736842105;0;0;0.505263157894737;0;0;0;0;1.85263157894737;0;12.6315789473684;0.168421052631579;0;0;30.6526315789474;0;0;0;0;10.1052631578947;0;0;33.6842105263158;0;1.82416604892513;2.73624907338769;465.162342475908;177.8561897702;0.842105263157895;0;0;0;0;156.631578947368;199.578947368421;189.473684210526;0;70.7368421052632;5.05263157894737;0;0;20.2105263157895
2014-12-02;0;82.2857142857143;0.505263157894737;15.8796992481203;0;23.4586466165414;0;18.406015037594;117.654135338346;0;0;0;0;0;0;0;41.1428571428571;0.505263157894737;0.336842105263158;8.66165413533835;0;0;0;2.52631578947368;0.842105263157895;0;0;0.336842105263158;0;0;0;0;2.69473684210526;0;14.796992481203;0;0;0;14.796992481203;0;0;0;0;0.673684210526316;0;0;17.5639097744361;0;24.8267895913325;98.2727087990246;342.402806447128;261.715740275297;1.51578947368421;0;0;0;0;152.300751879699;477.112781954887;97.8045112781955;0;45.4736842105263;3.60902255639098;0;0;11.187969924812
2014-12-08;0;33.3473684210526;0.336842105263158;2.94736842105263;0;12.6315789473684;5.05263157894737;2.52631578947368;50.5263157894737;0;0;0;0;0;0;0;20.2105263157895;1.01052631578947;0;5.05263157894737;0;0;0;0;0.505263157894737;0;0;0;0;0;0;0;0.505263157894737;0.168421052631579;22.7368421052632;0;0;0;20.2105263157895;0;0;0;0;0.168421052631579;0;0;7.07368421052632;0;24.3116883116883;48.6233766233766;461.922077922078;89.1428571428572;0.842105263157895;0;0;0;0;131.368421052632;338.526315789474;106.105263157895;0;22.7368421052632;0;0;0;0.168421052631579
2014-12-15;0;62.821052631579;6.06315789473684;15.1578947368421;0;5.05263157894737;15.1578947368421;5.05263157894737;146.526315789474;0;0;0.336842105263158;0;0;0;0;30.3157894736842;0.842105263157895;1.34736842105263;15.1578947368421;5.05263157894737;0;0;0;0.505263157894737;0.168421052631579;0;0;0;0;0;0;1.51578947368421;0;20.2105263157895;0.505263157894737;1.51578947368421;0;15.3263157894737;0;0;0;0;1.17894736842105;0;0;10.1052631578947;0;72.1174146768346;47.5499437429679;523.049381172647;24.5674709338667;0.505263157894737;0;0;0;0;252.631578947368;373.894736842105;186.947368421053;0;40.421052631579;5.5578947368421;5.05263157894737;0;40.4210526315789
2015-01-05;0;16.5052631578947;1.26315789473684;1.93684210526316;0;5.05263157894737;1.26315789473684;2.52631578947368;6.31578947368421;0;0;0;0;0;0;0;11.3684210526316;0.0842105263157895;0;1.26315789473684;0;0;0;0;1.6;0;0;0;0;0;0.168421052631579;0;10.4421052631579;0.168421052631579;10.1052631578947;0;0;0;0.252631578947368;0;0;0;0;0.168421052631579;0;0;8.50526315789474;0;6.96914700544465;6.96914700544465;80.1451905626134;108.021778584392;0;0;0;1.26315789473684;0;84.6315789473684;246.315789473684;56.8421052631579;0;20.2105263157895;1.51578947368421;0;0;11.3684210526316
2015-01-19;0;9.01052631578947;14.9052631578947;2.52631578947368;0;8.84210526315789;0;6.31578947368421;1.43157894736842;0;0;0.0842105263157895;0;0;0;0;3.78947368421053;0.0842105263157895;0.168421052631579;7.57894736842105;0;0;0;0.0842105263157895;0.252631578947368;0;0;0.0842105263157895;0;0.0842105263157895;0.0842105263157895;0;5.72631578947368;0.421052631578947;2.52631578947368;1.26315789473684;0;0;0.168421052631579;0;0;0;0;0.0842105263157895;0;0;5.05263157894737;0;12.6315789473684;25.2631578947368;56.8421052631579;75.7894736842105;0;0;2.52631578947368;2.52631578947368;0;46.7368421052632;194.526315789474;10.1052631578947;0;8.84210526315789;0.0842105263157895;0;0;10.1052631578947
2015-01-27;0;3.03157894736842;33.6;1.6;0;13.8947368421053;1.26315789473684;0;8.42105263157895;0;0;0.336842105263158;0;0;0;0;8.92631578947368;2.02105263157895;0.168421052631579;4.63157894736842;0;0;0;0.168421052631579;0;0;0;0;0;3.95789473684211;0;0;10.4421052631579;0;0.252631578947368;0;0;0;0;0;0;0;0;0;0;0;11.6210526315789;0;7.96571232641865;16.6555803188754;123.830618892508;73.863877935882;0;0;0;3.36842105263158;0;56.4210526315789;389.894736842105;8.42105263157895;1.68421052631579;2.94736842105263;0;0;0;11.3684210526316
2015-02-02;0;4.63157894736842;12.7157894736842;6.31578947368421;0;16.4210526315789;2.69473684210526;0;11.7894736842105;0;0;0;0;0;0;0;172.210526315789;0.842105263157895;2.02105263157895;0;0;0;0;0;1.26315789473684;0;0;0;0;7.57894736842105;0;0;10.4421052631579;0.589473684210526;0.0842105263157895;0.0842105263157895;0;0;0.0842105263157895;0;0;0;0;0;0;0;0.168421052631579;0;14.8096409247418;15.9488440727988;93.4146581406788;119.616330545991;0;0;0;0;0;63.1578947368421;98.1052631578947;48;0;11.3684210526316;0;0;0;44.2105263157895
2015-02-09;0;11.1157894736842;26.2736842105263;12.6315789473684;0;137.263157894737;13.4736842105263;4.21052631578947;36.2105263157895;0;0;1.68421052631579;0;0;0;0;297.263157894737;33.6842105263158;3.87368421052632;0;0;0;0;0;0.673684210526316;0.168421052631579;0;0;0;3.70526315789474;0.336842105263158;0;38.5684210526316;6.23157894736842;22.7368421052632;2.52631578947368;0;0;0;0;0;0;0;0;0;0;31.8315789473684;0;39.2368421052632;20.9263157894737;83.7052631578947;274.657894736842;0;0;0;0.336842105263158;0;224.842105263158;251.789473684211;85.8947368421053;0;5.89473684210526;0.168421052631579;2.52631578947368;0;43.7894736842105
2015-02-16;0;1.17894736842105;2.10526315789474;0.505263157894737;2.52631578947368;42.1052631578947;0.168421052631579;0;3.36842105263158;0;0;1.68421052631579;0;0;0;0;24.4210526315789;3.78947368421053;0.421052631578947;1.68421052631579;0;0;0;0;0.168421052631579;0;0;0;0;2.52631578947368;0;0;18.4421052631579;0.0842105263157895;6.90526315789474;0;0;0;0;0;0;0;0;0;0;0;9.43157894736842;0;17.4712643678161;6.98850574712644;48.9195402298851;230.620689655172;0;0;0;0.168421052631579;0;103.578947368421;213.052631578947;30.3157894736842;0;14.3157894736842;0.168421052631579;0;0;26.1052631578947
2015-03-10;26.9473684210526;18.1894736842105;1.34736842105263;16.8421052631579;0;20.2105263157895;6.73684210526316;0;26.9473684210526;0;0;3.36842105263158;0;0;0;0;704;5.38947368421053;1.34736842105263;20.2105263157895;0;0;0;1.34736842105263;0;0;0;0;0;0;0;0;20.2105263157895;1.34736842105263;3.36842105263158;0;0;0;0;0;0;0;0;9.43157894736842;0;0;6.73684210526316;0;0;0;40.9824561403509;450.80701754386;1.34736842105263;0;0;0;0;202.105263157895;124.631578947368;47.1578947368421;0;26.9473684210526;0;6.73684210526316;0;33.6842105263158
2015-03-16;1.34736842105263;5.38947368421053;1.34736842105263;40.4210526315789;0;80.8421052631579;10.1052631578947;0;20.2105263157895;0;0;0;0;0;0;0;656.842105263158;5.38947368421053;2.69473684210526;126.315789473684;0;0;1.34736842105263;0;0;0;0;0;0;0;1.34736842105263;0;37.7263157894737;0;1.34736842105263;0;0;0;0;0;0;0;0;4.04210526315789;0;0;21.8947368421053;0;0;102.857142857143;137.142857142857;240;0;0;0;0;0;490.105263157895;252.631578947368;106.105263157895;0;50.5263157894737;0;55.5789473684211;0;111.157894736842
2015-03-23;3.36842105263158;12.6315789473684;7.57894736842105;83.3684210526316;0;10.1052631578947;10.1052631578947;0;15.1578947368421;0;0;37.8947368421053;5.05263157894737;0;0;0;78.3157894736842;13.1368421052632;5.5578947368421;414.315789473684;5.05263157894737;5.05263157894737;2.52631578947368;0;0;0;0;0;0;0;0.336842105263158;0;9.76842105263158;3.03157894736842;17.6842105263158;0;0;0;3.2;0;0;0;0;22.7368421052632;0;0;25.6;0;26.98320268757;26.98320268757;323.79843225084;256.340425531915;0.168421052631579;0;0;2.52631578947368;0;419.368421052632;50.5263157894737;22.7368421052632;0;35.3684210526316;2.52631578947368;7.57894736842105;0;32.8421052631579
2015-03-30;2.35789473684211;27.2842105263158;2.35789473684211;161.684210526316;0;75.7894736842105;10.1052631578947;0;30.3157894736842;0;0;10.1052631578947;0;0;0;0;136.421052631579;0.757894736842105;1.01052631578947;6804.21052631579;0;80.8421052631579;10.1052631578947;0;0;0;0;0;0;0;0;0;21.2210526315789;15.1578947368421;50.5263157894737;0;0;0;5.05263157894737;0;0;0;0;70.7368421052632;0;0;36.0421052631579;0;0;61.4736842105263;282.778947368421;393.431578947368;0;0;0;0.336842105263158;0;874.105263157895;318.315789473684;25.2631578947368;0;35.3684210526316;10.1052631578947;0;0;10.1052631578947
2015-04-07;1.01052631578947;123.621052631579;40.4210526315789;323.368421052632;0;20.2105263157895;20.2105263157895;0;80.8421052631579;0;0;71.0736842105263;0;0;0;0;60.6315789473684;5.72631578947368;5.38947368421053;7770.94736842105;545.684210526316;171.789473684211;20.2105263157895;0;0;0;0;0;0;0;0;0;37.0526315789474;1.01052631578947;90.9473684210526;0.336842105263158;0;10.1052631578947;11.4526315789474;0.336842105263158;0;0;0;171.789473684211;0;0;84.5473684210526;0;208.933143669986;250.719772403983;543.226173541963;543.226173541963;0;0;0;0;0;990.315789473684;384;101.052631578947;0;10.1052631578947;10.1052631578947;0;0;192
2015-04-13;0;104.084210526316;50.5263157894737;111.157894736842;0;40.4210526315789;1.01052631578947;0.673684210526316;10.1052631578947;0;0;60.6315789473684;0;0;0;0;70.7368421052632;18.1894736842105;12.8;3425.68421052632;131.368421052632;121.263157894737;20.2105263157895;0;0;0;0;0;0;0;0;0;21.2210526315789;0;70.7368421052632;0;0;0;1.34736842105263;0.673684210526316;0;0;0;90.9473684210526;0;0;53.2210526315789;0;0;121.263157894737;363.789473684211;404.210526315789;2.02105263157895;0;0;0;0;192;161.684210526316;30.3157894736842;0;70.7368421052632;0;0;0;10.1052631578947
2015-04-20;0;20.8842105267895;22.2315789473684;40.4210526315789;0;30.3157894736842;0;20.2105263157895;0;0;0;70.7368421052632;0;0;0;1.34736842105263;282.947368421053;4.04210526315789;0.673684210526316;20715.7894736842;131.368421052632;495.157894736842;30.3157894736842;0;0;0;0;0;0;10.1052631578947;0;0.673684210526316;17.5157894736842;0;161.684210526316;0;0;0;20.2105263157895;0;0;0;0;60.6315789473684;0;0;202.105263157895;0;0;0;306.947368421053;511.578947368421;0;0;0;0;0;202.105263157895;212.210526315789;101.052631578947;0;20.2105263157895;0;0;0;20.2105263157895
2015-04-27;0.842105263157895;22.5684210526316;51.3684210526316;265.263157894737;0;17.6842105263158;10.1052631578947;0;20.2105263157895;0;0;42.1052631578947;0;0;0;1.68421052631579;65.6842105263158;3.36842105263158;0.336842105263158;154.105263157895;108.631578947368;0;0;0;0;0;0;0;0;0;0;0;8.58947368421053;0;10.1052631578947;0;0;0;10.1052631578947;0;0;0;0;25.4315789473684;0;0;18.3578947368421;0;0;28.0975609756098;140.487804878049;215.414634146341;0.168421052631579;0;0;0;0;242.526315789474;83.3684210526316;27.7894736842105;0;10.1052631578947;0;2.52631578947368;0;20.2105263157895
2015-05-07;0;16.5052631578947;40.4210526315789;0;0;5.05263157894737;5.05263157894737;5.05263157894737;0;0;0;5.05263157894737;0;0;0;5.05263157894737;106.105263157895;1.34736842105263;1.01052631578947;35.3684210526316;5.05263157894737;121.263157894737;20.2105263157895;0;0;0;0;0;0;0;0;0;15.8315789473684;0;141.473684210526;0;0;0;15.1578947368421;0;0;0;0;5.05263157894737;0;0;15.1578947368421;0;0;0;106.105263157895;0;0;0;0;0.336842105263158;0;202.105263157895;40.4210526315789;15.1578947368421;0;5.05263157894737;0;0;0;15.1578947368421
2015-05-11;0;8.58947368421053;10.7789473684211;40.4210526315789;0;2.86315789473684;2.86315789473684;0;0;0;0;10.7789473684211;2.52631578947368;0;0;0;83.3684210526316;6.06315789473684;0.336842105263158;7.57894736842105;10.1052631578947;2.52631578947368;10.1052631578947;0;0;0;0;0;0;0;0;0;7.07368421052632;0;53.0526315789474;0;0;0;0.336842105263158;0;0;0;0;2.52631578947368;0;0;3.36842105263158;0;0;0;28.6315789473684;57.2631578947368;0;0;0;0;0;58.1052631578947;37.8947368421053;17.6842105263158;0;7.57894736842105;0;0;0;2.52631578947368
2015-05-27;0;73.0947368421053;136.421052631579;96;0;5.05263157894737;10.1052631578947;5.05263157894737;5.05263157894737;0;0;0;0;0;0;0;20.2105263157895;6.73684210526316;0;60.6315789473684;15.1578947368421;0.336842105263158;0;0;0;0;0;0.336842105263158;0;0;0;0;22.9052631578947;0;121.263157894737;0;0;0;5.05263157894737;0;0;0;0;15.1578947368421;0;0;5.72631578947368;0;0;16.6736842105263;66.6947368421053;83.3684210526316;0;0;0;0;0;136.421052631579;80.8421052631579;45.4736842105263;0;5.05263157894737;0;0;0;0
2015-06-03;0.336842105263158;24.0842105263158;126.989473684211;146.526315789474;2.52631578947368;22.7368421052632;0.336842105263158;17.6842105263158;10.1052631578947;0;0;20.2105263157895;0;0;0;0;7.57894736842105;0.336842105263158;2.02105263157895;2.52631578947368;0;0;0.336842105263158;0;0;0;0;0;0;0;0;0;29.6421052631579;0;60.6315789473684;0;0;0;0;0;0;0;0;2.52631578947368;0;0;3.53684210526316;0;0;0;21.2210526315789;14.1473684210526;0;0;0;0;0;106.105263157895;22.7368421052632;5.05263157894737;0;0;0;0;0;5.05263157894737
2015-06-08;0;15.8315789473684;78.8210526315789;125.052631578947;1.43157894736842;8.84210526315789;13.8947368421053;12.6315789473684;3.78947368421053;0;0;24;0;0;0;0;118.736842105263;0.673684210526316;0.505263157894737;3.78947368421053;0;0;1.26315789473684;0;0;0.673684210526316;0;0;0;0;0;0;18.0210526315789;0;53.0526315789474;0;0;0;0;0;0;0;0;7.57894736842105;0;0;2.69473684210526;0;0;0;48.5853658536585;56.2567394094994;0;0;0;0;0;48;50.5263157894737;15.1578947368421;0;0;3.78947368421053;1.26315789473684;0;10.1052631578947
2015-06-15;0;103.747368421053;172.8;186.947368421053;10.1052631578947;25.2631578947368;20.2105263157895;55.5789473684211;40.4210526315789;0;0;35.7052631578947;0.336842105263158;0;0;0;570.947368421053;15.1578947368421;10.1052631578947;5.05263157894737;0;10.1052631578947;20.2105263157895;0;0.336842105263158;5.05263157894737;0;0;0;0;0;0;101.389473684211;0;111.157894736842;5.05263157894737;0;0;0;0;0;0;0;30.3157894736842;0;0;11.1157894736842;0;10.4421052631579;20.8842105263158;41.7684210526316;83.5368421052632;0.336842105263158;0;0;0;0;197.052631578947;96;40.4210526315789;5.05263157894737;0;0;70.7368421052632;0;101.052631578947
2015-06-22;0;47.4947368421053;143.410526315789;44.2105263157895;0.842105263157895;0.168421052631579;22.7368421052632;20.2105263157895;2.52631578947368;0;0;130.105263157895;2.69473684210526;0;0;1.26315789473684;56.8421052631579;7.15789473684211;0.336842105263158;29.0526315789474;0;22.7368421052632;5.05263157894737;0;6.98947368421053;0.168421052631579;0;0;0;0;0;0;132.210526315789;1.26315789473684;34.1052631578947;2.69473684210526;0;0;0;0;0;0;0;27.7894736842105;0;0;74.2736842105263;0;0;5.93135011441648;33.6109839816934;51.4050343249428;0;0;0;0.336842105263158;0;50.5263157894737;213.473684210526;36.6315789473684;0;7.57894736842105;0;27.7894736842105;0;93.4736842105263
2015-06-29;0;83.5789473684211;146.526315789474;30.3157894736842;0.336842105263158;5.22105263157895;10.9473684210526;20.5473684210526;2.52631578947368;0;0;98.6947368421052;0.673684210526316;0;0;0;204.631578947368;14.8210526315789;5.55789473684211;53.0526315789474;0;37.8947368421053;15.1578947368421;0.168421052631579;0.168421052631579;0;0;0;0;0;0;0;46.821052631579;0;20.2105263157895;0;0;0;0;0;0;0;0;7.57894736842105;0;0;197.052631578947;0;0;0;53.3821510297483;14.8283752860412;0;0;0;3.70526315789474;0;53.0526315789474;113.684210526316;15.1578947368421;0;0;0;5.05263157894737;0;315.789473684211
2015-07-06;0;49.3473684210526;73.4315789473684;17.6842105263158;0;2.52631578947368;5.05263157894737;35.3684210526316;0.168421052631579;0;0;135.410526315789;0.505263157894737;0;0;0;217.263157894737;1.17894736842105;0.294736842105263;12.6315789473684;0.336842105263158;93.4736842105263;20.2105263157895;0;0.378947368421053;0;0;0;0;0.168421052631579;0;0;20.0421052631579;2.52631578947368;0.168421052631579;0;0;0;0.505263157894737;0;0;0;0;7.57894736842105;0;0;124.631578947368;0;0;0;27.350114416476;0.607780320366133;0.505263157894737;0;0;0;0;53.0526315789474;58.1052631578947;7.57894736842105;0;0;0;32.8421052631579;0;90.9473684210526
